Date,Price
2022-10-12 16:00:00,19139.4
2022-10-11 16:00:00,19141.6
2022-10-10 16:00:00,19282.4
2022-10-09 16:00:00,19536.6
2022-10-08 16:00:00,19488.8
2022-10-07 16:00:00,19579
2022-10-06 16:00:00,20014
2022-10-05 16:00:00,19994.3
2022-10-04 16:00:00,20097.8
2022-10-03 16:00:00,19335.2
2022-10-02 16:00:00,19143.9
2022-10-01 16:00:00,19333.5
2022-09-30 16:00:00,19752.7
2022-09-29 16:00:00,19291.1
2022-09-28 16:00:00,19476.1
2022-09-28 16:00:00,19476.1
2022-09-27 16:00:00,19886.6
2022-09-26 16:00:00,19114.3
2022-09-25 16:00:00,18987.3
2022-09-24 16:00:00,19121.8
2022-09-23 16:00:00,18716.3
2022-09-22 16:00:00,18987
2022-09-21 16:00:00,19194.5
2022-09-20 16:00:00,19235.9
2022-09-19 16:00:00,19081.2
2022-09-18 16:00:00,19815
2022-09-17 16:00:00,19965.2
2022-09-16 16:00:00,19662.1
2022-09-15 16:00:00,19718
2022-09-14 16:00:00,20176.9
2022-09-13 16:00:00,20829.3
2022-09-12 16:00:00,22115.7
2022-09-11 16:00:00,21651.4
2022-09-10 16:00:00,21220.8
2022-09-09 16:00:00,21265.5
2022-09-08 16:00:00,19250.7
2022-09-07 16:00:00,18870.9
2022-09-06 16:00:00,19819.6
2022-09-05 16:00:00,19854.7
2022-09-04 16:00:00,19791.6
2022-09-03 16:00:00,19770.3
2022-09-02 16:00:00,20359.3
2022-09-01 16:00:00,19784.5
2022-08-31 16:00:00,20267.8
2022-08-30 16:00:00,20401.1
2022-08-29 16:00:00,20246.5
